customer_id,customer_name,segment,country,signup_date
47,Linus Perlman,Enterprise,GB,2024-10-06
48,Ada Perlman,Public Sector,IN,2023-09-18
49,Katherine Perlman,Public Sector,BR,2023-11-12
50,Barbara Allen,SMB,IN,2025-04-07
51,Alan Berners-Lee,Enterprise,DE,2025-03-13
52,Frances Hamilton,Public Sector,CA,2025-01-31
53,Linus Cerf,Enterprise,AE,2023-10-25
54,Dennis Liskov,Public Sector,AU,2023-12-17
55,Barbara Turing,Public Sector,CA,2025-05-07
56,Ada Thompson,Public Sector,DE,2024-10-07
57,Katherine Ritchie,SMB,JP,2024-12-20
58,Ken Borg,Public Sector,US,2024-10-28
59,Anita Turing,Public Sector,AU,2023-06-23
60,Vint Hopper,MidMarket,GB,2023-06-11
61,Margaret Cerf,Enterprise,IN,2025-02-22
62,Margaret Johnson,Enterprise,DE,2025-01-17
63,,MidMarket,US,2024-03-05
64,Grace Hopper,Enterprise,JP,2024-07-01
65,Anita Torvalds,MidMarket,GB,2023-09-10
66,Donald Cerf,SMB,DE,2024-12-15
67,Tim Turing,Enterprise,GB,2023-07-24
68,Anita Knuth,Enterprise,JP,2025-06-05
69,Linus Lovelace,MidMarket,FR,2023-05-19
70,Anita Allen,Enterprise,DE,2024-09-19
71,Frances Lovelace,MidMarket,FR,2023-08-28
72,Alan Berners-Lee,MidMarket,US,2023-08-23
73,Ada Lovelace,Enterprise,FR,2023-05-06
74,Radia Hopper,SMB,DE,2023-05-30
75,Donald Lovelace,MidMarket,US,2025-03-08
76,Linus Perlman,Enterprise,FR,2025-04-20
77,Linus Hamilton,Public Sector,FR,2024-12-13
78,Linus Ritchie,MidMarket,DE,2025-02-07
79,Ken Borg,MidMarket,AU,2023-09-25
80,Alan Liskov,Enterprise,US,2024-07-11
81,Ken Knuth,SMB,DE,2023-07-18
82,Frances Lovelace,Enterprise,US,2024-08-17
83,Radia Berners-Lee,Public Sector,GB,2023-08-02
84,Ken Ritchie,Public Sector,GB,2023-05-08
85,Radia Knuth,Public Sector,FR,2023-08-16
86,Alan Thompson,Enterprise,DE,2023-06-29
87,Ken Allen,Enterprise,US,2024-01-26
88,Barbara Allen,Public Sector,US,2024-08-07
89,Tim Johnson,Enterprise,DE,2023-07-18
90,Radia Ritchie,SMB,GB,2023-03-11
91,Dennis Allen,Enterprise,DE,2024-11-23
92,Ken Borg,Enterprise,CA,2023-07-25
93,,Enterprise,AE,2024-11-28
94,Dennis Perlman,MidMarket,DE,2024-07-12
95,Vint Lovelace,Enterprise,GB,2024-11-09
96,Ken Ritchie,MidMarket,AU,2023-06-30
97,Ken Knuth,MidMarket,FR,2023-01-23
98,Frances Torvalds,SMB,AE,2025-04-27
99,Margaret Thompson,MidMarket,JP,2023-06-27
100,Radia Borg,Public Sector,US,2024-04-28
101,Vint Hopper,Public Sector,CA,2023-06-02
102,Radia Lovelace,Public Sector,IN,2024-06-09
103,Ken Berners-Lee,Enterprise,FR,2025-05-04
104,Ken Borg,SMB,FR,2023-08-17
105,Ada Knuth,Public Sector,AE,2023-11-13
106,Alan Berners-Lee,Public Sector,AE,2024-01-22
107,Tim Cerf,Enterprise,AU,2023-07-02
108,Frances Johnson,Public Sector,CA,2023-04-16
109,Anita Knuth,Enterprise,JP,2023-03-25
110,Donald Lovelace,SMB,AU,2024-11-10
111,Margaret Johnson,Public Sector,IN,2024-07-18
112,Margaret Cerf,Enterprise,FR,2024-11-15
113,Katherine Knuth,Public Sector,JP,2024-05-05
114,Dennis Johnson,Enterprise,DE,2024-09-17
115,Anita Knuth,Enterprise,CA,2023-05-23
116,Anita Knuth,MidMarket,GB,2024-07-17
117,Frances Hopper,SMB,DE,2023-11-21
118,Katherine Perlman,Public Sector,IN,2023-04-26
119,Ada Hamilton,Enterprise,IN,2023-07-26
120,Linus Ritchie,SMB,BR,2023-04-08
121,Donald Perlman,Public Sector,US,2023-07-10
122,Dennis Liskov,MidMarket,BR,2023-09-29
123,Radia Ritchie,SMB,DE,2023-12-14
124,Alan Ritchie,Public Sector,GB,2023-08-31
125,Dennis Ritchie,Enterprise,CA,2024-02-16
126,Linus Borg,MidMarket,AU,2023-05-10
127,Linus Turing,MidMarket,IN,2025-06-11
128,Tim Perlman,Public Sector,FR,2023-09-13
129,,Public Sector,AU,2024-06-29
130,Ken Hopper,Public Sector,FR,2023-11-01
131,Vint Cerf,Public Sector,BR,2023-01-09
132,Linus Berners-Lee,SMB,IN,2025-05-03
133,Alan Cerf,Enterprise,CA,2024-11-17
134,Linus Cerf,MidMarket,JP,2023-02-19
135,Vint Allen,SMB,IN,2025-06-02
136,Dennis Lovelace,SMB,FR,2024-09-27
137,Dennis Turing,Enterprise,GB,2023-07-19
138,Frances Allen,MidMarket,GB,2025-04-20
139,Katherine Berners-Lee,MidMarket,FR,2024-09-11
140,Grace Cerf,Enterprise,JP,2024-01-18
141,Tim Turing,Public Sector,JP,2025-05-08
142,Radia Liskov,SMB,IN,2025-03-29
143,Donald Turing,Enterprise,AE,2023-08-18
144,Tim Johnson,SMB,DE,2024-07-03
145,Frances Borg,SMB,AE,2024-09-10
146,Linus Berners-Lee,Public Sector,IN,2024-09-22
147,Margaret Knuth,Enterprise,AE,2024-06-11
148,Radia Liskov,SMB,CA,2025-05-06
149,Radia Liskov,SMB,JP,2024-08-10
150,Margaret Ritchie,SMB,US,2023-02-01
151,Linus Ritchie,Enterprise,FR,2023-04-29
152,Radia Hopper,Enterprise,GB,2023-12-03
153,Frances Hopper,MidMarket,BR,2023-08-26
154,Tim Cerf,SMB,GB,2023-12-02
155,Radia Ritchie,MidMarket,GB,2025-04-03
156,Ken Allen,SMB,DE,2024-05-12
157,Barbara Liskov,Public Sector,BR,2024-11-13
158,Radia Ritchie,Public Sector,IN,2025-05-11
159,Donald Johnson,Public Sector,BR,2024-12-30
160,Barbara Borg,Public Sector,GB,2025-04-05
161,Barbara Johnson,Enterprise,CA,2024-03-10
162,Linus Cerf,SMB,CA,2023-01-27
163,Vint Knuth,SMB,BR,2023-09-19
164,Barbara Lovelace,SMB,AE,2025-02-13
165,Radia Ritchie,Public Sector,FR,2025-03-11
166,Radia Berners-Lee,Enterprise,GB,2025-03-21
167,Grace Thompson,MidMarket,FR,2024-05-24
168,Tim Perlman,MidMarket,JP,2024-02-26
169,Donald Perlman,MidMarket,FR,2025-01-17
170,Frances Thompson,Public Sector,AE,2025-02-02
171,Dennis Turing,SMB,AU,2025-05-28
172,Katherine Turing,Public Sector,JP,2024-10-08
173,Ken Hamilton,Public Sector,JP,2023-09-30
174,Katherine Cerf,Public Sector,CA,2025-03-28
175,Ken Berners-Lee,MidMarket,IN,2023-05-26
176,Ken Perlman,SMB,AE,2024-09-04
177,Ada Perlman,SMB,GB,2024-05-12
178,Margaret Turing,SMB,IN,2025-02-02
179,Alan Knuth,Public Sector,BR,2024-09-30
180,Donald Liskov,SMB,DE,2023-10-18
181,Radia Liskov,Enterprise,BR,2023-01-11
182,Alan Cerf,Enterprise,AU,2023-02-04
183,Radia Lovelace,SMB,AU,2024-06-09
184,Barbara Liskov,Public Sector,JP,2024-12-16
185,Katherine Perlman,MidMarket,GB,2025-05-13
186,Margaret Torvalds,SMB,FR,2024-09-03
187,Ada Johnson,Public Sector,IN,2025-05-12
188,Grace Hamilton,MidMarket,AE,2025-03-20
189,Vint Liskov,Enterprise,BR,2024-12-16
190,Barbara Torvalds,MidMarket,FR,2025-04-20
191,Ken Johnson,Enterprise,FR,2024-10-13
192,Ada Borg,Enterprise,JP,2023-11-19
193,Donald Liskov,SMB,FR,2024-01-06
194,Donald Berners-Lee,Enterprise,DE,2024-04-09
195,Ada Ritchie,SMB,IN,2023-10-17
196,Ken Berners-Lee,Enterprise,US,2024-06-09
197,Katherine Allen,SMB,JP,2025-05-13
198,Vint Lovelace,Public Sector,US,2023-11-16
199,Ada Hamilton,MidMarket,GB,2024-03-18
200,Linus Johnson,SMB,BR,2025-05-23
201,Katherine Hamilton,Enterprise,CA,2025-04-27
202,Alan Liskov,Public Sector,IN,2023-09-23
203,Ada Lovelace,MidMarket,AE,2024-02-04
204,Frances Johnson,Public Sector,AE,2024-10-04
205,Vint Borg,Public Sector,AE,2024-12-10
206,Katherine Johnson,Public Sector,FR,2023-10-27
207,Alan Hopper,Enterprise,US,2025-03-17
208,Margaret Perlman,SMB,CA,2025-01-20
209,Alan Torvalds,SMB,BR,2024-11-12
210,Katherine Turing,MidMarket,IN,2024-09-11
211,Margaret Perlman,Public Sector,GB,2025-03-25
212,Vint Perlman,SMB,IN,2023-02-26
213,Barbara Hamilton,Public Sector,GB,2024-12-11
214,Tim Turing,MidMarket,CA,2023-07-12
215,Margaret Hopper,MidMarket,DE,2024-02-14
216,Anita Knuth,Public Sector,CA,2023-03-14
217,Ken Borg,Public Sector,US,2023-01-10
218,Vint Ritchie,Enterprise,FR,2024-10-26
219,Donald Lovelace,MidMarket,US,2025-04-03
220,Tim Hopper,MidMarket,AE,2024-12-12
221,Ada Hamilton,Enterprise,GB,2024-03-11
222,Vint Borg,MidMarket,DE,2025-01-31
223,Frances Perlman,Enterprise,FR,2025-06-06
224,Margaret Thompson,Public Sector,BR,2024-12-28
225,Linus Torvalds,Public Sector,GB,2024-04-24
226,Frances Borg,MidMarket,AU,2025-01-30
227,Radia Johnson,Public Sector,CA,2024-02-05
228,Donald Knuth,MidMarket,DE,2025-03-03
229,Ada Turing,SMB,BR,2023-06-12
230,Grace Allen,Public Sector,GB,2023-10-19
231,Radia Borg,Enterprise,GB,2024-07-16
232,Vint Lovelace,Public Sector,GB,2024-06-30
233,Vint Lovelace,Public Sector,IN,2023-09-04
234,Radia Hamilton,Enterprise,FR,2025-03-15
235,Donald Turing,Enterprise,DE,2024-09-01
236,Ken Perlman,Enterprise,AU,2024-12-04
237,Grace Torvalds,SMB,FR,2024-10-28
238,Radia Turing,Enterprise,DE,2025-03-12
239,Dennis Thompson,Enterprise,GB,2023-08-13
240,Barbara Lovelace,Enterprise,FR,2025-04-01
241,Dennis Johnson,MidMarket,IN,2023-01-20
242,Margaret Lovelace,Enterprise,FR,2023-02-04
243,Radia Hopper,Enterprise,US,2023-03-08
244,Ada Knuth,MidMarket,JP,2025-06-02
245,Dennis Ritchie,Enterprise,US,2025-01-18
246,Alan Cerf,Public Sector,CA,2024-10-14
247,Ken Torvalds,SMB,DE,2024-08-31
248,Ada Thompson,MidMarket,FR,2024-10-30
249,Ada Borg,Public Sector,IN,2024-08-04
250,Linus Berners-Lee,MidMarket,US,2023-07-19
251,Frances Liskov,MidMarket,IN,2024-06-05
252,Ada Hopper,Enterprise,AE,2023-01-11
253,Dennis Allen,MidMarket,BR,2024-08-22
254,Margaret Berners-Lee,SMB,US,2025-01-07
255,Vint Perlman,Enterprise,AE,2023-11-03
256,Vint Lovelace,MidMarket,FR,2023-04-10
257,Dennis Hamilton,SMB,BR,2023-02-11
258,Dennis Cerf,Enterprise,CA,2024-01-25
259,Alan Perlman,MidMarket,DE,2024-02-19
260,Alan Allen,Enterprise,GB,2024-07-25
261,Alan Allen,SMB,DE,2024-10-02
262,Ada Hamilton,SMB,GB,2025-02-01
263,Donald Liskov,MidMarket,US,2024-12-19
264,Ada Lovelace,MidMarket,CA,2023-07-17
265,Katherine Thompson,MidMarket,BR,2023-07-06
266,Vint Borg,MidMarket,IN,2024-04-09
267,Katherine Turing,MidMarket,JP,2023-10-07
268,Grace Hamilton,MidMarket,AU,2024-04-26
269,Frances Knuth,MidMarket,US,2024-08-02
270,Margaret Liskov,MidMarket,AE,2023-09-06
271,Alan Ritchie,MidMarket,FR,2024-08-09
272,Linus Knuth,MidMarket,DE,2023-04-05
273,Alan Cerf,SMB,IN,2023-08-26
274,Anita Knuth,Public Sector,GB,2024-03-30
275,Linus Knuth,Enterprise,GB,2024-02-11
276,Radia Cerf,Enterprise,AE,2023-10-11
277,Tim Hopper,SMB,AE,2025-04-24
278,Vint Thompson,SMB,IN,2025-01-12
279,Anita Borg,Enterprise,DE,2025-02-18
280,Alan Thompson,Public Sector,IN,2023-11-21
281,Anita Liskov,Enterprise,AU,2024-12-04
282,Ada Lovelace,SMB,BR,2025-05-23
283,Ken Allen,Enterprise,CA,2024-10-03
284,Linus Liskov,Public Sector,US,2025-03-18
285,Margaret Allen,Public Sector,BR,2023-03-22
286,Tim Torvalds,SMB,AE,2023-11-19
287,Grace Turing,MidMarket,FR,2023-09-16
288,Alan Berners-Lee,Enterprise,FR,2023-07-19
289,Katherine Hopper,Enterprise,US,2024-11-05
290,Margaret Thompson,Public Sector,CA,2025-05-31
291,Donald Johnson,SMB,CA,2023-08-17
292,,MidMarket,IN,2023-02-02
293,Frances Knuth,SMB,IN,2025-06-11
294,Frances Allen,SMB,GB,2024-06-27
295,Tim Lovelace,MidMarket,FR,2024-10-02
296,Alan Allen,Public Sector,JP,2024-01-27
297,Linus Perlman,MidMarket,US,2025-03-07
298,Barbara Berners-Lee,Public Sector,CA,2025-03-25
299,Grace Turing,Public Sector,IN,2023-11-25
300,Donald Berners-Lee,MidMarket,JP,2025-02-24
301,Ken Knuth,SMB,AE,2023-08-14
302,Grace Johnson,Public Sector,AE,2024-05-09
303,Barbara Thompson,SMB,CA,2025-01-28
304,Barbara Perlman,Enterprise,AU,2023-01-22
305,Barbara Turing,SMB,AE,2024-01-01
306,Katherine Lovelace,Enterprise,IN,2024-04-06
307,Katherine Torvalds,Enterprise,CA,2025-05-23
308,Margaret Johnson,MidMarket,BR,2024-02-18
309,Linus Lovelace,Public Sector,CA,2023-11-22
310,Barbara Hamilton,Public Sector,BR,2023-10-04
311,Donald Berners-Lee,Public Sector,GB,2025-02-24
312,Alan Johnson,MidMarket,IN,2024-08-15
313,Alan Berners-Lee,SMB,FR,2025-04-23
314,Dennis Allen,SMB,JP,2024-05-14
315,Barbara Perlman,Public Sector,JP,2025-02-28
316,Anita Knuth,Public Sector,DE,2025-05-01
317,Anita Borg,Enterprise,AE,2025-01-14
318,Donald Turing,SMB,BR,2024-08-13
319,Ken Allen,MidMarket,FR,2023-08-28
320,Frances Liskov,Enterprise,IN,2024-11-24
321,Vint Hopper,MidMarket,US,2023-11-23
322,Radia Turing,Enterprise,BR,2024-06-10
323,Dennis Turing,Enterprise,GB,2024-09-05
324,Linus Cerf,Enterprise,AE,2024-10-06
325,Radia Johnson,Enterprise,DE,2024-04-02
326,Katherine Cerf,MidMarket,BR,2023-09-17
327,Frances Lovelace,Enterprise,IN,2023-04-16
328,Vint Berners-Lee,Enterprise,AE,2024-10-20
329,Margaret Allen,SMB,AU,2024-12-29
330,Ken Borg,Public Sector,BR,2024-05-17
331,Tim Ritchie,Public Sector,IN,2025-01-26
332,Margaret Borg,SMB,AU,2024-08-06
333,Linus Ritchie,MidMarket,CA,2025-05-01
334,Donald Turing,MidMarket,DE,2025-03-16
335,Vint Allen,Enterprise,BR,2024-01-19
336,Donald Lovelace,Public Sector,AE,2024-11-11
337,Ken Perlman,SMB,AU,2025-03-18
338,Tim Turing,SMB,BR,2023-06-11
339,Barbara Hamilton,Public Sector,US,2025-05-17
340,Alan Allen,Enterprise,CA,2024-01-23
341,Katherine Berners-Lee,Public Sector,AU,2023-01-25
342,Anita Cerf,MidMarket,FR,2023-04-07
343,Margaret Turing,Enterprise,BR,2023-02-11
344,Ada Lovelace,MidMarket,JP,2024-01-23
345,Katherine Hopper,Public Sector,IN,2023-04-26
346,Vint Lovelace,Enterprise,JP,2024-04-03
347,Anita Borg,MidMarket,FR,2023-04-06
348,Barbara Torvalds,Public Sector,GB,2025-04-08
349,Dennis Berners-Lee,Public Sector,JP,2024-06-02
350,Linus Cerf,Public Sector,US,2024-10-07
351,,Public Sector,AU,2024-09-04
352,Katherine Perlman,Public Sector,CA,2025-03-31
353,Ada Hopper,Enterprise,US,2025-04-15
354,Katherine Borg,Public Sector,AE,2025-01-22
355,Radia Ritchie,Enterprise,FR,2025-04-26
356,Frances Torvalds,MidMarket,GB,2023-03-21
357,Donald Perlman,Enterprise,IN,2023-07-10
358,Grace Lovelace,Enterprise,CA,2023-12-30
359,Grace Liskov,Enterprise,JP,2023-07-20
360,Frances Knuth,Enterprise,CA,2024-01-04
361,Radia Turing,Enterprise,GB,2023-12-28
362,Alan Hopper,Public Sector,CA,2023-10-13
363,Anita Johnson,Public Sector,JP,2023-12-03
364,Margaret Thompson,MidMarket,AU,2023-09-12
365,Grace Torvalds,Public Sector,DE,2024-12-13
366,Katherine Johnson,MidMarket,US,2024-10-18
367,Ada Hamilton,Public Sector,BR,2024-09-01
368,Donald Johnson,SMB,FR,2023-06-18
369,Tim Thompson,SMB,JP,2023-09-21
370,Linus Hopper,MidMarket,JP,2024-05-22
371,Donald Hamilton,Public Sector,IN,2023-06-13
372,Vint Lovelace,SMB,JP,2025-03-27
373,Tim Hamilton,Public Sector,AE,2024-02-11
374,Linus Hamilton,SMB,GB,2023-05-16
375,Frances Berners-Lee,Enterprise,FR,2024-10-17
376,Alan Hopper,Public Sector,AU,2024-06-12
377,Grace Knuth,SMB,AU,2025-03-23
378,Linus Thompson,SMB,BR,2024-02-20
379,Grace Torvalds,SMB,US,2023-01-07
380,Katherine Johnson,Public Sector,DE,2023-02-05
381,Barbara Hopper,Public Sector,AE,2024-07-27
382,Ada Torvalds,Enterprise,AE,2023-07-27
383,Margaret Berners-Lee,MidMarket,DE,2025-06-18
384,Linus Liskov,MidMarket,FR,2024-12-31
385,Vint Perlman,MidMarket,CA,2023-04-19
386,Vint Thompson,MidMarket,IN,2023-01-09
387,Frances Borg,Enterprise,CA,2024-09-02
388,Grace Turing,MidMarket,FR,2023-09-17
389,Radia Allen,Enterprise,FR,2025-02-03
390,Dennis Johnson,SMB,US,2025-04-18
391,Frances Turing,Public Sector,AE,2023-04-19
392,Dennis Liskov,Enterprise,US,2023-09-28
393,Katherine Allen,MidMarket,AE,2023-09-06
394,Barbara Knuth,SMB,US,2024-06-15
395,Radia Hopper,MidMarket,US,2023-11-23
396,Ada Lovelace,Enterprise,AU,2024-04-04
397,Vint Berners-Lee,MidMarket,CA,2023-06-06
398,Radia Knuth,Enterprise,AU,2024-11-07
399,Radia Cerf,Public Sector,US,2024-03-30
400,Ken Cerf,Enterprise,IN,2025-01-27
401,Ada Johnson,Enterprise,IN,2025-03-31
402,Linus Cerf,MidMarket,IN,2024-05-07
403,Linus Lovelace,SMB,DE,2024-12-11
404,Ken Perlman,Enterprise,AE,2023-04-26
405,Ada Berners-Lee,MidMarket,CA,2025-04-29
406,Dennis Berners-Lee,MidMarket,AU,2023-04-30
407,Frances Liskov,SMB,AU,2025-02-17
408,Margaret Thompson,MidMarket,IN,2023-05-25
409,Radia Turing,SMB,AE,2023-11-15
410,Margaret Knuth,MidMarket,DE,2023-06-06
411,Donald Ritchie,Enterprise,IN,2024-10-08
412,Radia Berners-Lee,MidMarket,US,2025-05-18
413,Barbara Allen,MidMarket,AU,2024-11-01
414,Frances Perlman,Public Sector,US,2024-09-28
415,Linus Johnson,MidMarket,CA,2024-10-21
416,Radia Cerf,SMB,AU,2023-07-25
417,Ken Turing,Public Sector,DE,2025-02-01
418,Frances Turing,Enterprise,CA,2025-01-12
419,Ada Lovelace,MidMarket,IN,2024-05-17
420,Grace Torvalds,Enterprise,AE,2023-07-30
421,Frances Cerf,Enterprise,AE,2025-04-24
422,Ada Berners-Lee,Public Sector,BR,2024-09-03
423,Grace Johnson,MidMarket,AE,2023-07-20
424,Vint Turing,MidMarket,BR,2024-01-27
425,Ken Allen,SMB,GB,2024-08-26
426,Linus Liskov,SMB,BR,2025-06-10
427,Grace Johnson,MidMarket,AU,2025-01-08
428,Vint Turing,Enterprise,BR,2025-03-05
429,Anita Berners-Lee,SMB,GB,2024-07-07
430,Katherine Ritchie,Public Sector,GB,2025-05-03
431,Barbara Cerf,Enterprise,BR,2024-01-19
432,Radia Berners-Lee,Public Sector,GB,2024-03-13
433,Frances Ritchie,Public Sector,DE,2023-05-22
434,Katherine Berners-Lee,SMB,BR,2024-11-17
435,Vint Torvalds,Public Sector,AE,2023-07-25
436,Tim Thompson,SMB,JP,2024-07-13
437,Dennis Berners-Lee,Enterprise,AE,2023-10-18
438,Anita Hamilton,SMB,FR,2025-02-19
439,Ada Johnson,Public Sector,BR,2023-06-29
440,Donald Knuth,Public Sector,AU,2024-01-05
441,Ada Allen,Enterprise,IN,2024-12-12
442,Vint Torvalds,MidMarket,IN,2023-02-28
443,Ken Hamilton,Public Sector,FR,2023-11-14
444,Donald Borg,SMB,CA,2024-11-13
445,Vint Knuth,MidMarket,FR,2023-07-18
446,Ada Hopper,SMB,IN,2024-07-07
447,Vint Cerf,Public Sector,DE,2024-06-02
448,Anita Ritchie,Public Sector,US,2023-01-14
449,Radia Liskov,MidMarket,BR,2024-08-26
450,Donald Berners-Lee,MidMarket,AU,2023-04-07
451,Margaret Borg,Public Sector,GB,2024-04-13
452,Linus Hamilton,MidMarket,AE,2024-08-27
453,Margaret Borg,SMB,IN,2023-05-16
454,Barbara Hopper,Public Sector,IN,2024-05-29
455,Alan Perlman,Enterprise,DE,2024-11-22
456,Margaret Lovelace,Public Sector,CA,2024-11-18
457,Ada Allen,Public Sector,BR,2023-07-18
458,Radia Borg,Public Sector,BR,2023-01-14
459,Katherine Perlman,Public Sector,GB,2023-08-11
460,Ken Hamilton,Public Sector,FR,2023-01-24
461,Linus Liskov,Public Sector,US,2024-10-08
462,Donald Lovelace,SMB,AE,2023-01-08
463,Grace Ritchie,Enterprise,US,2023-03-05
464,Ken Knuth,Enterprise,FR,2024-03-18
465,Linus Cerf,SMB,AE,2023-05-25
466,Frances Torvalds,Enterprise,GB,2025-04-15
467,Ada Allen,SMB,IN,2024-01-12
468,Ken Liskov,Enterprise,IN,2024-06-16
469,Grace Perlman,MidMarket,AE,2025-05-17
470,Ken Torvalds,Enterprise,AE,2023-10-04
471,Anita Perlman,SMB,GB,2023-02-28
472,Vint Torvalds,Enterprise,JP,2025-01-21
473,Frances Johnson,SMB,GB,2023-09-11
474,Dennis Borg,Public Sector,GB,2024-02-24
475,Dennis Perlman,Enterprise,DE,2024-12-31
476,Anita Lovelace,Public Sector,US,2023-08-19
477,Donald Perlman,Enterprise,US,2023-04-28
478,Grace Liskov,Enterprise,BR,2023-08-17
479,Radia Allen,MidMarket,US,2024-09-28
480,Ada Borg,Enterprise,JP,2023-06-15
481,Radia Thompson,MidMarket,AU,2023-04-08
482,Dennis Berners-Lee,Enterprise,GB,2025-04-20
483,Margaret Torvalds,Public Sector,JP,2024-11-03
484,Alan Hamilton,MidMarket,CA,2024-10-06
485,Ken Hopper,SMB,JP,2024-02-18
486,Ken Allen,MidMarket,GB,2023-03-12
487,Katherine Borg,SMB,AE,2025-04-24
488,Margaret Torvalds,SMB,DE,2024-02-18
489,Ada Lovelace,MidMarket,JP,2024-04-07
490,Donald Perlman,SMB,FR,2024-07-16
491,Radia Berners-Lee,Public Sector,AE,2023-09-24
492,Vint Allen,Public Sector,IN,2023-04-30
493,Barbara Hamilton,MidMarket,US,2024-08-22
494,Alan Hopper,MidMarket,GB,2024-01-16
495,Grace Liskov,Public Sector,AE,2023-08-19
496,Linus Hamilton,Enterprise,IN,2024-01-13
497,Alan Cerf,Public Sector,GB,2024-03-20
498,Radia Hamilton,MidMarket,CA,2024-08-12
499,Grace Hopper,Enterprise,FR,2023-05-02
500,Ken Allen,Enterprise,GB,2025-05-06
398,Radia Knuth,Enterprise,AU,2024-12-07
57,Katherine Ritchie,Enterprise,JP,2025-01-19
145,Frances Borg,Enterprise,AE,2024-10-10
347,Anita Borg,Enterprise,FR,2023-05-06
160,Barbara Borg,Enterprise,GB,2025-05-05
